county,date,state,vaccination_pct
Pike,2021-04-03,Illinois,20.3
Pope,2021-04-03,Illinois,14.1
Pulaski,2021-04-03,Illinois,15.4
Putnam,2021-04-03,Illinois,23.1
Randolph,2021-04-03,Illinois,18.6
Richland,2021-04-03,Illinois,20.9
Rock Island,2021-04-03,Illinois,19.3
Saline,2021-04-03,Illinois,21.2
Sangamon,2021-04-03,Illinois,25.7
Schuyler,2021-04-03,Illinois,30.0
Scott,2021-04-03,Illinois,20.7
Shelby,2021-04-03,Illinois,16.5
St. Clair,2021-04-03,Illinois,22.0
Stark,2021-04-03,Illinois,19.1
Stephenson,2021-04-03,Illinois,21.6
Tazewell,2021-04-03,Illinois,20.8
Union,2021-04-03,Illinois,25.1
Vermilion,2021-04-03,Illinois,15.9
Wabash,2021-04-03,Illinois,23.3
Warren,2021-04-03,Illinois,19.0
Washington,2021-04-03,Illinois,24.7
Wayne,2021-04-03,Illinois,21.9
White,2021-04-03,Illinois,20.3
Whiteside,2021-04-03,Illinois,16.9
Will,2021-04-03,Illinois,14.6
Williamson,2021-04-03,Illinois,21.8
Winnebago,2021-04-03,Illinois,16.9
Woodford,2021-04-03,Illinois,20.1
Adams,2021-04-03,Indiana,15.3
Allen,2021-04-03,Indiana,15.6
Bartholomew,2021-04-03,Indiana,17.7
Benton,2021-04-03,Indiana,12.6
Blackford,2021-04-03,Indiana,18.6
Boone,2021-04-03,Indiana,22.7
Brown,2021-04-03,Indiana,19.7
Carroll,2021-04-03,Indiana,11.6
Cass,2021-04-03,Indiana,14.8
Clark,2021-04-03,Indiana,24.1
Clay,2021-04-03,Indiana,20.3
Clinton,2021-04-03,Indiana,16.3
Crawford,2021-04-03,Indiana,14.3
Daviess,2021-04-03,Indiana,13.7
Dearborn,2021-04-03,Indiana,17.4
Decatur,2021-04-03,Indiana,20.7
DeKalb,2021-04-03,Indiana,15.3
Delaware,2021-04-03,Indiana,18.3
Dubois,2021-04-03,Indiana,21.1
Elkhart,2021-04-03,Indiana,14.4
Fayette,2021-04-03,Indiana,18.2
Floyd,2021-04-03,Indiana,23.4
Fountain,2021-04-03,Indiana,17.4
Franklin,2021-04-03,Indiana,11.6
Fulton,2021-04-03,Indiana,14.7
Gibson,2021-04-03,Indiana,19.0
Grant,2021-04-03,Indiana,17.6
Greene,2021-04-03,Indiana,15.6
Hamilton,2021-04-03,Indiana,21.2
Hancock,2021-04-03,Indiana,22.4
Harrison,2021-04-03,Indiana,20.6
Hendricks,2021-04-03,Indiana,22.8
Henry,2021-04-03,Indiana,18.6
Howard,2021-04-03,Indiana,15.5
Huntington,2021-04-03,Indiana,20.2
Jackson,2021-04-03,Indiana,16.6
Jasper,2021-04-03,Indiana,15.0
Jay,2021-04-03,Indiana,15.8
Jefferson,2021-04-03,Indiana,20.2
Jennings,2021-04-03,Indiana,14.3
Johnson,2021-04-03,Indiana,17.9
Knox,2021-04-03,Indiana,25.8
Kosciusko,2021-04-03,Indiana,13.5
LaGrange,2021-04-03,Indiana,9.7
Lake,2021-04-03,Indiana,15.7
LaPorte,2021-04-03,Indiana,17.9
Lawrence,2021-04-03,Indiana,18.2
Madison,2021-04-03,Indiana,18.3
Marion,2021-04-03,Indiana,15.6
Marshall,2021-04-03,Indiana,15.7
Martin,2021-04-03,Indiana,18.8
Miami,2021-04-03,Indiana,14.3
Monroe,2021-04-03,Indiana,15.7
Montgomery,2021-04-03,Indiana,15.0
Morgan,2021-04-03,Indiana,17.0
Newton,2021-04-03,Indiana,10.6
Noble,2021-04-03,Indiana,13.9
Ohio,2021-04-03,Indiana,27.6
Orange,2021-04-03,Indiana,24.0
Owen,2021-04-03,Indiana,13.6
Parke,2021-04-03,Indiana,14.3
Perry,2021-04-03,Indiana,19.6
Pike,2021-04-03,Indiana,24.8
Porter,2021-04-03,Indiana,18.5
Posey,2021-04-03,Indiana,21.2
Pulaski,2021-04-03,Indiana,18.8
Putnam,2021-04-03,Indiana,13.6
Randolph,2021-04-03,Indiana,20.1
Ripley,2021-04-03,Indiana,19.3
Rush,2021-04-03,Indiana,22.4
Scott,2021-04-03,Indiana,15.9
Shelby,2021-04-03,Indiana,19.6
Spencer,2021-04-03,Indiana,17.9
St. Joseph,2021-04-03,Indiana,20.2
Starke,2021-04-03,Indiana,13.7
Steuben,2021-04-03,Indiana,23.6
Sullivan,2021-04-03,Indiana,17.3
Switzerland,2021-04-03,Indiana,11.6
Tippecanoe,2021-04-03,Indiana,13.2
Tipton,2021-04-03,Indiana,15.6
Union,2021-04-03,Indiana,20.6
Vanderburgh,2021-04-03,Indiana,24.9
Vermillion,2021-04-03,Indiana,17.8
Vigo,2021-04-03,Indiana,20.4
Wabash,2021-04-03,Indiana,18.7
Warren,2021-04-03,Indiana,17.1
Warrick,2021-04-03,Indiana,25.6
Washington,2021-04-03,Indiana,15.6
Wayne,2021-04-03,Indiana,22.2
Wells,2021-04-03,Indiana,17.1
White,2021-04-03,Indiana,19.9
Whitley,2021-04-03,Indiana,18.0
Adair,2021-04-03,Iowa,18.3
Adams,2021-04-03,Iowa,23.8
Allamakee,2021-04-03,Iowa,24.3
Appanoose,2021-04-03,Iowa,18.2
Audubon,2021-04-03,Iowa,27.1
Benton,2021-04-03,Iowa,22.2
Black Hawk,2021-04-03,Iowa,21.5
Boone,2021-04-03,Iowa,22.9
Bremer,2021-04-03,Iowa,23.7
Buchanan,2021-04-03,Iowa,21.1
Buena Vista,2021-04-03,Iowa,26.9
Butler,2021-04-03,Iowa,25.6
Calhoun,2021-04-03,Iowa,25.9
Carroll,2021-04-03,Iowa,26.7
Cass,2021-04-03,Iowa,27.3
Cedar,2021-04-03,Iowa,23.7
Cerro Gordo,2021-04-03,Iowa,25.6
Cherokee,2021-04-03,Iowa,24.4
Chickasaw,2021-04-03,Iowa,22.0
Clarke,2021-04-03,Iowa,20.3
Clay,2021-04-03,Iowa,20.3
Clayton,2021-04-03,Iowa,23.2
Clinton,2021-04-03,Iowa,18.2
Crawford,2021-04-03,Iowa,22.9
Dallas,2021-04-03,Iowa,17.4
Davis,2021-04-03,Iowa,16.5
Decatur,2021-04-03,Iowa,14.7
Delaware,2021-04-03,Iowa,19.7
Des Moines,2021-04-03,Iowa,22.0
Dickinson,2021-04-03,Iowa,24.1
Dubuque,2021-04-03,Iowa,25.8
Emmet,2021-04-03,Iowa,19.7
Fayette,2021-04-03,Iowa,24.1
Floyd,2021-04-03,Iowa,21.4
Franklin,2021-04-03,Iowa,20.3
Fremont,2021-04-03,Iowa,22.1
Greene,2021-04-03,Iowa,22.1
Grundy,2021-04-03,Iowa,24.2
Guthrie,2021-04-03,Iowa,22.4
Hamilton,2021-04-03,Iowa,24.0
Hancock,2021-04-03,Iowa,20.9
Hardin,2021-04-03,Iowa,23.0
Harrison,2021-04-03,Iowa,18.6
Henry,2021-04-03,Iowa,16.2
Howard,2021-04-03,Iowa,18.9
Humboldt,2021-04-03,Iowa,19.0
Ida,2021-04-03,Iowa,20.8
Iowa,2021-04-03,Iowa,25.3
Jackson,2021-04-03,Iowa,22.8
Jasper,2021-04-03,Iowa,19.5
Jefferson,2021-04-03,Iowa,14.7
Johnson,2021-04-03,Iowa,26.2
Jones,2021-04-03,Iowa,20.3
Keokuk,2021-04-03,Iowa,18.9
Kossuth,2021-04-03,Iowa,21.1
Lee,2021-04-03,Iowa,18.5
Linn,2021-04-03,Iowa,21.7
Louisa,2021-04-03,Iowa,22.7
Lucas,2021-04-03,Iowa,17.7
Lyon,2021-04-03,Iowa,18.0
Madison,2021-04-03,Iowa,18.9
Mahaska,2021-04-03,Iowa,16.8
Marion,2021-04-03,Iowa,22.1
Marshall,2021-04-03,Iowa,21.0
Mills,2021-04-03,Iowa,20.7
Mitchell,2021-04-03,Iowa,19.3
Monona,2021-04-03,Iowa,19.3
Monroe,2021-04-03,Iowa,21.3
Montgomery,2021-04-03,Iowa,20.5
Muscatine,2021-04-03,Iowa,20.2
O'Brien,2021-04-03,Iowa,23.0
Osceola,2021-04-03,Iowa,19.5
Page,2021-04-03,Iowa,21.9
Palo Alto,2021-04-03,Iowa,21.6
Plymouth,2021-04-03,Iowa,26.7
Pocahontas,2021-04-03,Iowa,20.9
Polk,2021-04-03,Iowa,17.6
Pottawattamie,2021-04-03,Iowa,19.0
Poweshiek,2021-04-03,Iowa,21.0
Ringgold,2021-04-03,Iowa,25.4
Sac,2021-04-03,Iowa,25.7
Scott,2021-04-03,Iowa,21.1
Shelby,2021-04-03,Iowa,25.7
Sioux,2021-04-03,Iowa,18.2
Story,2021-04-03,Iowa,17.4
Tama,2021-04-03,Iowa,26.4
Taylor,2021-04-03,Iowa,23.5
Union,2021-04-03,Iowa,18.0
Van Buren,2021-04-03,Iowa,15.1
Wapello,2021-04-03,Iowa,18.5
Warren,2021-04-03,Iowa,18.7
Washington,2021-04-03,Iowa,21.2
Wayne,2021-04-03,Iowa,17.5
Webster,2021-04-03,Iowa,21.5
Winnebago,2021-04-03,Iowa,18.8
Winneshiek,2021-04-03,Iowa,19.3
Woodbury,2021-04-03,Iowa,20.9
Worth,2021-04-03,Iowa,19.6
Wright,2021-04-03,Iowa,24.6
Allen,2021-04-03,Kansas,16.8
Anderson,2021-04-03,Kansas,16.3
Atchison,2021-04-03,Kansas,14.3
Barber,2021-04-03,Kansas,27.6
Barton,2021-04-03,Kansas,18.7
Bourbon,2021-04-03,Kansas,13.1
Brown,2021-04-03,Kansas,24.4
Butler,2021-04-03,Kansas,13.9
Chase,2021-04-03,Kansas,22.3
Chautauqua,2021-04-03,Kansas,23.1
Cherokee,2021-04-03,Kansas,16.5
Cheyenne,2021-04-03,Kansas,24.2
Clark,2021-04-03,Kansas,26.7
Clay,2021-04-03,Kansas,22.0
Cloud,2021-04-03,Kansas,18.5
Coffey,2021-04-03,Kansas,16.5
Comanche,2021-04-03,Kansas,29.7
Cowley,2021-04-03,Kansas,17.9
Crawford,2021-04-03,Kansas,15.9
Decatur,2021-04-03,Kansas,21.0
Dickinson,2021-04-03,Kansas,20.5
Doniphan,2021-04-03,Kansas,18.1
Douglas,2021-04-03,Kansas,20.0
Edwards,2021-04-03,Kansas,22.6
Elk,2021-04-03,Kansas,15.1
Ellis,2021-04-03,Kansas,19.3
Ellsworth,2021-04-03,Kansas,23.7
Finney,2021-04-03,Kansas,10.8
Ford,2021-04-03,Kansas,14.3
Franklin,2021-04-03,Kansas,16.1
Geary,2021-04-03,Kansas,14.0
Gove,2021-04-03,Kansas,30.2
Graham,2021-04-03,Kansas,30.7
Grant,2021-04-03,Kansas,19.2
Gray,2021-04-03,Kansas,19.0
Greeley,2021-04-03,Kansas,30.1
Greenwood,2021-04-03,Kansas,21.3
Hamilton,2021-04-03,Kansas,17.3
Harper,2021-04-03,Kansas,19.6
Harvey,2021-04-03,Kansas,16.8
Haskell,2021-04-03,Kansas,20.4
Hodgeman,2021-04-03,Kansas,26.6
Jackson,2021-04-03,Kansas,25.0
Jefferson,2021-04-03,Kansas,20.0
Jewell,2021-04-03,Kansas,23.4
Johnson,2021-04-03,Kansas,20.9
Kearny,2021-04-03,Kansas,22.8
Kingman,2021-04-03,Kansas,22.9
Kiowa,2021-04-03,Kansas,25.6
Labette,2021-04-03,Kansas,19.1
Lane,2021-04-03,Kansas,25.1
Leavenworth,2021-04-03,Kansas,18.9
Lincoln,2021-04-03,Kansas,21.2
Linn,2021-04-03,Kansas,13.3
Logan,2021-04-03,Kansas,25.4
Lyon,2021-04-03,Kansas,22.8
Marion,2021-04-03,Kansas,19.8
Marshall,2021-04-03,Kansas,21.0
McPherson,2021-04-03,Kansas,21.4
Meade,2021-04-03,Kansas,21.2
Miami,2021-04-03,Kansas,17.5
Mitchell,2021-04-03,Kansas,23.3
Montgomery,2021-04-03,Kansas,16.3
Morris,2021-04-03,Kansas,23.5
Morton,2021-04-03,Kansas,14.9
Nemaha,2021-04-03,Kansas,23.6
Neosho,2021-04-03,Kansas,11.2
Ness,2021-04-03,Kansas,25.6
Norton,2021-04-03,Kansas,26.9
Osage,2021-04-03,Kansas,18.7
Osborne,2021-04-03,Kansas,23.1
Ottawa,2021-04-03,Kansas,18.0
Pawnee,2021-04-03,Kansas,28.0
Phillips,2021-04-03,Kansas,21.4
Pottawatomie,2021-04-03,Kansas,14.2
Pratt,2021-04-03,Kansas,22.2
Rawlins,2021-04-03,Kansas,21.6
Reno,2021-04-03,Kansas,17.4
Republic,2021-04-03,Kansas,23.8
Rice,2021-04-03,Kansas,12.9
Riley,2021-04-03,Kansas,13.4
Rooks,2021-04-03,Kansas,23.5
Rush,2021-04-03,Kansas,23.6
Russell,2021-04-03,Kansas,19.9
Saline,2021-04-03,Kansas,14.7
Scott,2021-04-03,Kansas,22.3
Sedgwick,2021-04-03,Kansas,11.4
Seward,2021-04-03,Kansas,13.8
Shawnee,2021-04-03,Kansas,21.5
Sheridan,2021-04-03,Kansas,23.1
Sherman,2021-04-03,Kansas,18.5
Smith,2021-04-03,Kansas,25.0
Stafford,2021-04-03,Kansas,22.9
Stanton,2021-04-03,Kansas,23.8
Stevens,2021-04-03,Kansas,13.2
Sumner,2021-04-03,Kansas,15.7
Thomas,2021-04-03,Kansas,19.4
Trego,2021-04-03,Kansas,23.7
Wabaunsee,2021-04-03,Kansas,17.7
Wallace,2021-04-03,Kansas,19.8
Washington,2021-04-03,Kansas,21.8
Wichita,2021-04-03,Kansas,28.6
Wilson,2021-04-03,Kansas,18.2
Woodson,2021-04-03,Kansas,18.0
Wyandotte,2021-04-03,Kansas,12.0
Adair,2021-04-03,Kentucky,11.7
Allen,2021-04-03,Kentucky,16.3
Anderson,2021-04-03,Kentucky,19.0
Ballard,2021-04-03,Kentucky,11.6
Barren,2021-04-03,Kentucky,17.2
Bath,2021-04-03,Kentucky,17.8
Bell,2021-04-03,Kentucky,17.4
Boone,2021-04-03,Kentucky,15.9
Bourbon,2021-04-03,Kentucky,18.3
Boyd,2021-04-03,Kentucky,16.9
Boyle,2021-04-03,Kentucky,19.6
Bracken,2021-04-03,Kentucky,18.8
Breathitt,2021-04-03,Kentucky,16.6
Breckinridge,2021-04-03,Kentucky,14.5
Bullitt,2021-04-03,Kentucky,13.2
Butler,2021-04-03,Kentucky,17.7
Caldwell,2021-04-03,Kentucky,19.0
Calloway,2021-04-03,Kentucky,13.1
Campbell,2021-04-03,Kentucky,19.6
Carlisle,2021-04-03,Kentucky,13.9
Carroll,2021-04-03,Kentucky,19.7
Carter,2021-04-03,Kentucky,16.1
Casey,2021-04-03,Kentucky,10.6
Christian,2021-04-03,Kentucky,8.8
Clark,2021-04-03,Kentucky,18.0
Clay,2021-04-03,Kentucky,13.3
Clinton,2021-04-03,Kentucky,14.5
Crittenden,2021-04-03,Kentucky,14.6
Cumberland,2021-04-03,Kentucky,15.8
Daviess,2021-04-03,Kentucky,21.1
Edmonson,2021-04-03,Kentucky,16.4
Elliott,2021-04-03,Kentucky,10.7
Estill,2021-04-03,Kentucky,16.5
Fayette,2021-04-03,Kentucky,26.3
Fleming,2021-04-03,Kentucky,19.0
Floyd,2021-04-03,Kentucky,24.2
Franklin,2021-04-03,Kentucky,24.4
Fulton,2021-04-03,Kentucky,15.1
Gallatin,2021-04-03,Kentucky,14.8
Garrard,2021-04-03,Kentucky,16.4
Grant,2021-04-03,Kentucky,13.6
Graves,2021-04-03,Kentucky,13.4
Grayson,2021-04-03,Kentucky,17.1
Green,2021-04-03,Kentucky,13.8
Greenup,2021-04-03,Kentucky,17.6
Hancock,2021-04-03,Kentucky,24.0
Hardin,2021-04-03,Kentucky,18.4
Harlan,2021-04-03,Kentucky,15.4
Harrison,2021-04-03,Kentucky,20.9
Hart,2021-04-03,Kentucky,11.9
Henderson,2021-04-03,Kentucky,15.1
Henry,2021-04-03,Kentucky,18.4
Hickman,2021-04-03,Kentucky,12.6
Hopkins,2021-04-03,Kentucky,20.1
Jackson,2021-04-03,Kentucky,12.1
Jefferson,2021-04-03,Kentucky,18.9
Jessamine,2021-04-03,Kentucky,19.2
Johnson,2021-04-03,Kentucky,18.8
Kenton,2021-04-03,Kentucky,18.4
Knott,2021-04-03,Kentucky,20.6
Knox,2021-04-03,Kentucky,14.1
Larue,2021-04-03,Kentucky,14.4
Laurel,2021-04-03,Kentucky,14.8
Lawrence,2021-04-03,Kentucky,16.6
Lee,2021-04-03,Kentucky,12.7
Leslie,2021-04-03,Kentucky,21.6
Letcher,2021-04-03,Kentucky,24.5
Lewis,2021-04-03,Kentucky,10.7
Lincoln,2021-04-03,Kentucky,12.8
Livingston,2021-04-03,Kentucky,16.6
Logan,2021-04-03,Kentucky,17.9
Lyon,2021-04-03,Kentucky,23.2
Madison,2021-04-03,Kentucky,16.8
Magoffin,2021-04-03,Kentucky,20.0
Marion,2021-04-03,Kentucky,15.5
Marshall,2021-04-03,Kentucky,17.9
Martin,2021-04-03,Kentucky,17.3
Mason,2021-04-03,Kentucky,20.9
McCracken,2021-04-03,Kentucky,17.9
McCreary,2021-04-03,Kentucky,11.7
McLean,2021-04-03,Kentucky,20.9
Meade,2021-04-03,Kentucky,12.9
Menifee,2021-04-03,Kentucky,15.9
Mercer,2021-04-03,Kentucky,16.8
Metcalfe,2021-04-03,Kentucky,14.0
Monroe,2021-04-03,Kentucky,18.8
Montgomery,2021-04-03,Kentucky,15.1
Morgan,2021-04-03,Kentucky,15.5
Muhlenberg,2021-04-03,Kentucky,19.2
Nelson,2021-04-03,Kentucky,16.3
Nicholas,2021-04-03,Kentucky,24.4
Ohio,2021-04-03,Kentucky,14.0
Oldham,2021-04-03,Kentucky,17.8
Owen,2021-04-03,Kentucky,14.9
Owsley,2021-04-03,Kentucky,16.6
Pendleton,2021-04-03,Kentucky,15.9
Perry,2021-04-03,Kentucky,25.9
Pike,2021-04-03,Kentucky,27.3
Powell,2021-04-03,Kentucky,19.2
Pulaski,2021-04-03,Kentucky,14.7
Robertson,2021-04-03,Kentucky,18.9
Rockcastle,2021-04-03,Kentucky,12.6
Rowan,2021-04-03,Kentucky,18.5
Russell,2021-04-03,Kentucky,16.8
Scott,2021-04-03,Kentucky,20.1
Shelby,2021-04-03,Kentucky,14.2
Simpson,2021-04-03,Kentucky,16.9
Spencer,2021-04-03,Kentucky,8.0
Taylor,2021-04-03,Kentucky,12.4
Todd,2021-04-03,Kentucky,11.9
Trigg,2021-04-03,Kentucky,19.6
Trimble,2021-04-03,Kentucky,13.3
Union,2021-04-03,Kentucky,12.9
Warren,2021-04-03,Kentucky,17.7
Washington,2021-04-03,Kentucky,17.0
Wayne,2021-04-03,Kentucky,10.2
Webster,2021-04-03,Kentucky,16.4
Whitley,2021-04-03,Kentucky,17.7
Wolfe,2021-04-03,Kentucky,19.0
Woodford,2021-04-03,Kentucky,27.6
Acadia,2021-04-03,Louisiana,14.7
Allen,2021-04-03,Louisiana,10.7
Ascension,2021-04-03,Louisiana,15.1
Assumption,2021-04-03,Louisiana,14.4
Avoyelles,2021-04-03,Louisiana,12.1
Beauregard,2021-04-03,Louisiana,9.7
Bienville,2021-04-03,Louisiana,17.9
Bossier,2021-04-03,Louisiana,15.8
Caddo,2021-04-03,Louisiana,18.7
Calcasieu,2021-04-03,Louisiana,13.0
Caldwell,2021-04-03,Louisiana,15.7
Cameron,2021-04-03,Louisiana,5.9
Catahoula,2021-04-03,Louisiana,13.7
Claiborne,2021-04-03,Louisiana,13.1
Concordia,2021-04-03,Louisiana,10.4
De Soto,2021-04-03,Louisiana,14.6
East Baton Rouge,2021-04-03,Louisiana,19.1
East Carroll,2021-04-03,Louisiana,19.8
East Feliciana,2021-04-03,Louisiana,13.5
Evangeline,2021-04-03,Louisiana,11.9
Franklin,2021-04-03,Louisiana,14.2
Grant,2021-04-03,Louisiana,15.2
Iberia,2021-04-03,Louisiana,13.0
Iberville,2021-04-03,Louisiana,15.7
Jackson,2021-04-03,Louisiana,14.9
Jefferson,2021-04-03,Louisiana,21.9
Jefferson Davis,2021-04-03,Louisiana,11.3
Lafayette,2021-04-03,Louisiana,14.8
Lafourche,2021-04-03,Louisiana,14.7
LaSalle,2021-04-03,Louisiana,13.9
Lincoln,2021-04-03,Louisiana,16.6
Livingston,2021-04-03,Louisiana,11.6
Madison,2021-04-03,Louisiana,12.7
Morehouse,2021-04-03,Louisiana,16.4
Natchitoches,2021-04-03,Louisiana,13.7
Orleans,2021-04-03,Louisiana,24.1
Ouachita,2021-04-03,Louisiana,15.3
Plaquemines,2021-04-03,Louisiana,20.3
Pointe Coupee,2021-04-03,Louisiana,19.3
Rapides,2021-04-03,Louisiana,17.0
Red River,2021-04-03,Louisiana,13.8
Richland,2021-04-03,Louisiana,17.7
Sabine,2021-04-03,Louisiana,11.1
St. Bernard,2021-04-03,Louisiana,13.6
St. Charles,2021-04-03,Louisiana,19.5
St. Helena,2021-04-03,Louisiana,10.4
St. James,2021-04-03,Louisiana,14.1
St. John the Baptist,2021-04-03,Louisiana,16.4
St. Landry,2021-04-03,Louisiana,13.9
St. Martin,2021-04-03,Louisiana,11.0
St. Mary,2021-04-03,Louisiana,15.3
St. Tammany,2021-04-03,Louisiana,21.6
Tangipahoa,2021-04-03,Louisiana,15.6
Tensas,2021-04-03,Louisiana,22.8
Terrebonne,2021-04-03,Louisiana,15.3
Union,2021-04-03,Louisiana,17.2
Vermilion,2021-04-03,Louisiana,10.0
Vernon,2021-04-03,Louisiana,9.8
Washington,2021-04-03,Louisiana,14.8
Webster,2021-04-03,Louisiana,14.8
West Baton Rouge,2021-04-03,Louisiana,15.1
West Carroll,2021-04-03,Louisiana,21.9
West Feliciana,2021-04-03,Louisiana,30.8
Winn,2021-04-03,Louisiana,16.3
Androscoggin,2021-04-03,Maine,15.9
Aroostook,2021-04-03,Maine,24.6
Cumberland,2021-04-03,Maine,22.8
Franklin,2021-04-03,Maine,17.6
Hancock,2021-04-03,Maine,23.7
Kennebec,2021-04-03,Maine,18.2
Knox,2021-04-03,Maine,23.5
Lincoln,2021-04-03,Maine,24.7
Oxford,2021-04-03,Maine,16.9
Penobscot,2021-04-03,Maine,21.4
Piscataquis,2021-04-03,Maine,20.0
Sagadahoc,2021-04-03,Maine,23.3
Somerset,2021-04-03,Maine,17.2
Waldo,2021-04-03,Maine,19.8
Washington,2021-04-03,Maine,30.2
York,2021-04-03,Maine,19.8
Allegany,2021-04-03,Maryland,18.4
Anne Arundel,2021-04-03,Maryland,19.6
Baltimore,2021-04-03,Maryland,19.9
Baltimore,2021-04-03,Maryland,16.2
Calvert,2021-04-03,Maryland,18.7
Caroline,2021-04-03,Maryland,19.8
Carroll,2021-04-03,Maryland,21.0
Cecil,2021-04-03,Maryland,17.1
Charles,2021-04-03,Maryland,13.8
Dorchester,2021-04-03,Maryland,20.6
Frederick,2021-04-03,Maryland,20.2
Garrett,2021-04-03,Maryland,19.6
Harford,2021-04-03,Maryland,19.3
Howard,2021-04-03,Maryland,23.2
Kent,2021-04-03,Maryland,24.9
Montgomery,2021-04-03,Maryland,22.2
Prince George's,2021-04-03,Maryland,13.9
Queen Anne's,2021-04-03,Maryland,20.1
Somerset,2021-04-03,Maryland,14.7
St. Mary's,2021-04-03,Maryland,17.3
Talbot,2021-04-03,Maryland,28.0
Washington,2021-04-03,Maryland,18.8
Wicomico,2021-04-03,Maryland,18.4
Worcester,2021-04-03,Maryland,25.1
Barnstable,2021-04-03,Massachusetts,2.3
Berkshire,2021-04-03,Massachusetts,19.4
Bristol,2021-04-03,Massachusetts,16.3
Dukes,2021-04-03,Massachusetts,1.3
Essex,2021-04-03,Massachusetts,21.0
Franklin,2021-04-03,Massachusetts,20.5
Hampden,2021-04-03,Massachusetts,16.4
Hampshire,2021-04-03,Massachusetts,18.6
Middlesex,2021-04-03,Massachusetts,19.1
Nantucket,2021-04-03,Massachusetts,0.4
Norfolk,2021-04-03,Massachusetts,20.9
Plymouth,2021-04-03,Massachusetts,18.8
Suffolk,2021-04-03,Massachusetts,17.3
Worcester,2021-04-03,Massachusetts,16.9
Alcona,2021-04-03,Michigan,31.0
Alger,2021-04-03,Michigan,31.6
Allegan,2021-04-03,Michigan,15.7
Alpena,2021-04-03,Michigan,23.7
Antrim,2021-04-03,Michigan,23.8
Arenac,2021-04-03,Michigan,21.5
Baraga,2021-04-03,Michigan,27.0
Barry,2021-04-03,Michigan,16.0
Bay,2021-04-03,Michigan,20.5
Benzie,2021-04-03,Michigan,25.1
Berrien,2021-04-03,Michigan,18.1
Branch,2021-04-03,Michigan,17.4
Calhoun,2021-04-03,Michigan,17.7
Cass,2021-04-03,Michigan,12.9
Charlevoix,2021-04-03,Michigan,27.8
Cheboygan,2021-04-03,Michigan,19.8
Chippewa,2021-04-03,Michigan,32.8
Clare,2021-04-03,Michigan,19.7
Clinton,2021-04-03,Michigan,17.9
Crawford,2021-04-03,Michigan,17.4
Delta,2021-04-03,Michigan,26.4
Dickinson,2021-04-03,Michigan,28.7
Eaton,2021-04-03,Michigan,17.5
Emmet,2021-04-03,Michigan,28.9
Genesee,2021-04-03,Michigan,15.4
Gladwin,2021-04-03,Michigan,18.3
Gogebic,2021-04-03,Michigan,28.2
Grand Traverse,2021-04-03,Michigan,27.5
Gratiot,2021-04-03,Michigan,17.4
Hillsdale,2021-04-03,Michigan,14.7
Houghton,2021-04-03,Michigan,18.1
Huron,2021-04-03,Michigan,20.5
Ingham,2021-04-03,Michigan,16.6
Ionia,2021-04-03,Michigan,15.6
Iosco,2021-04-03,Michigan,23.7
Iron,2021-04-03,Michigan,26.5
Isabella,2021-04-03,Michigan,13.8
Jackson,2021-04-03,Michigan,19.1
Kalamazoo,2021-04-03,Michigan,20.2
Kalkaska,2021-04-03,Michigan,19.3
Kent,2021-04-03,Michigan,18.9
Keweenaw,2021-04-03,Michigan,27.2
Lake,2021-04-03,Michigan,17.0
Lapeer,2021-04-03,Michigan,13.4
Leelanau,2021-04-03,Michigan,37.2
Lenawee,2021-04-03,Michigan,17.4
Livingston,2021-04-03,Michigan,16.2
Luce,2021-04-03,Michigan,21.7
Mackinac,2021-04-03,Michigan,30.2
Macomb,2021-04-03,Michigan,16.7
Manistee,2021-04-03,Michigan,20.8
Marquette,2021-04-03,Michigan,26.1
Mason,2021-04-03,Michigan,21.4
Mecosta,2021-04-03,Michigan,14.3
Menominee,2021-04-03,Michigan,25.3
Midland,2021-04-03,Michigan,20.2
Missaukee,2021-04-03,Michigan,16.9
Monroe,2021-04-03,Michigan,13.1
Montcalm,2021-04-03,Michigan,13.4
Montmorency,2021-04-03,Michigan,22.3
Muskegon,2021-04-03,Michigan,19.1
Newaygo,2021-04-03,Michigan,14.0
Oakland,2021-04-03,Michigan,18.5
Oceana,2021-04-03,Michigan,16.5
Ogemaw,2021-04-03,Michigan,17.9
Ontonagon,2021-04-03,Michigan,32.3
Osceola,2021-04-03,Michigan,14.0
Oscoda,2021-04-03,Michigan,16.5
Otsego,2021-04-03,Michigan,21.0
Ottawa,2021-04-03,Michigan,18.4
Presque Isle,2021-04-03,Michigan,28.8
Roscommon,2021-04-03,Michigan,22.7
Saginaw,2021-04-03,Michigan,20.4
Sanilac,2021-04-03,Michigan,16.0
Schoolcraft,2021-04-03,Michigan,21.7
Shiawassee,2021-04-03,Michigan,14.4
St. Clair,2021-04-03,Michigan,14.1
St. Joseph,2021-04-03,Michigan,14.3
Tuscola,2021-04-03,Michigan,15.4
Van Buren,2021-04-03,Michigan,16.4
Washtenaw,2021-04-03,Michigan,21.2
Wayne,2021-04-03,Michigan,14.8
Wexford,2021-04-03,Michigan,16.5
Aitkin,2021-04-03,Minnesota,29.3
Anoka,2021-04-03,Minnesota,14.7
Becker,2021-04-03,Minnesota,27.2
Beltrami,2021-04-03,Minnesota,25.6
Benton,2021-04-03,Minnesota,13.4
Big Stone,2021-04-03,Minnesota,35.1
